LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1764807406.793923,73362.000,9848,1,HR,1,100,47.88
1764807407.728035,74296.000,10005,1,HR,1,100,51.73
1764807410.181329,76749.000,10406,1,HR,1,100,45.70
1764807411.420477,77988.000,10610,1,HR,1,100,46.30
1764807412.434599,79002.000,10780,1,HR,1,100,49.34
1764807412.994666,79562.000,10872,1,HR,1,100,62.19
1764807430.861805,97427.000,13831,1,HR,1,100,49.12
1764807433.528125,100093.000,14274,1,HR,1,100,43.25
1764807434.488240,101053.000,14427,1,HR,1,100,47.53
1764807434.928292,101493.000,14514,1,HR,1,100,67.27
1764807435.941413,102506.000,14680,1,HR,1,100,65.66
1764807436.141437,102706.000,14715,1,HR,1,100,117.74
1764807436.901528,103466.000,14835,1,HR,1,100,109.12
1764807441.448073,108012.000,15572,1,HR,1,100,87.82
