LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1764099103.647880,2755248.000,50184,1,HR,1,100,94.61
1764099104.247906,2755848.000,50276,1,HR,1,100,95.80
1764099105.087943,2756688.000,50409,1,HR,1,100,90.39
1764099105.540962,2757141.000,50478,1,HR,1,100,100.60
1764099106.220992,2757821.000,50595,1,HR,1,100,97.86
1764099106.941023,2758541.000,50713,1,HR,1,100,94.63
1764099107.795061,2759395.000,50848,1,HR,1,100,89.47
1764099108.354085,2759954.000,50947,1,HR,1,100,93.40
1764099108.954111,2760554.000,51047,1,HR,1,100,94.87
1764099109.928154,2761528.000,51202,1,HR,1,100,87.67
1764099110.567181,2762167.000,51305,1,HR,1,100,89.02
1764099111.288213,2762888.000,51420,1,HR,1,100,87.76
1764099111.781234,2763381.000,51505,1,HR,1,100,96.04
1764099112.501266,2764101.000,51620,1,HR,1,100,93.21
1764099113.101292,2764701.000,51721,1,HR,1,100,94.72
1764099113.461307,2765061.000,51788,1,HR,1,100,110.71
1764099114.074334,2765674.000,51888,1,HR,1,100,108.33
1764099114.794365,2766394.000,52008,1,HR,1,100,102.77
1764099115.394391,2766994.000,52093,1,HR,1,100,102.16
1764099115.927415,2767527.000,52192,1,HR,1,100,105.10
1764099116.527441,2768127.000,52293,1,HR,1,100,103.96
1764099117.167469,2768767.000,52394,1,HR,1,100,101.69
1764099117.687491,2769287.000,52476,1,HR,1,100,104.74
1764099118.300518,2769900.000,52577,1,HR,1,100,103.68
1764099118.900544,2770500.000,52680,1,HR,1,100,102.87
1764099119.580574,2771180.000,52786,1,HR,1,100,99.61
1764099120.233602,2771833.000,52903,1,HR,1,100,98.31
1764099120.873630,2772473.000,53004,1,HR,1,100,97.30
1764099121.513658,2773113.000,53105,1,HR,1,100,96.51
1764099122.286691,2773886.000,53237,1,HR,1,100,92.61
1764099123.006723,2774606.000,53353,1,HR,1,100,90.55
1764099123.606749,2775206.000,53454,1,HR,1,100,92.65
1764099124.166773,2775766.000,53538,1,HR,1,100,95.87
1764099124.780800,2776380.000,53643,1,HR,1,100,96.79
1764099125.299823,2776899.000,53725,1,HR,1,100,100.92
1764099125.939850,2777539.000,53844,1,HR,1,100,99.33
1764099126.633881,2778233.000,53943,1,HR,1,100,96.86
1764099128.032942,2779632.000,54174,1,HR,1,100,84.86
1764099128.606966,2780206.000,54274,1,HR,1,100,89.81
1764099129.286996,2780886.000,54391,1,HR,1,100,89.46
1764099129.927024,2781526.000,54480,1,HR,1,100,90.41
1764099130.580052,2782179.000,54600,1,HR,1,100,91.16
1764099131.180079,2782779.000,54701,1,HR,1,100,93.12
1764099131.780105,2783379.000,54800,1,HR,1,100,94.65
1764099132.420132,2784019.000,54901,1,HR,1,100,94.45
1764099133.033159,2784632.000,55000,1,HR,1,100,95.68
1764099133.713189,2785312.000,55117,1,HR,1,100,94.03
1764099134.353217,2785952.000,55215,1,HR,1,100,93.97
1764099134.926241,2786525.000,55305,1,HR,1,100,96.89
1764099135.566269,2787165.000,55424,1,HR,1,100,96.20
1764099136.206297,2787805.000,55523,1,HR,1,100,95.65
1764099137.059334,2788658.000,55658,1,HR,1,100,90.27
1764099137.539355,2789138.000,55740,1,HR,1,100,97.99
1764099138.179383,2789778.000,55841,1,HR,1,100,97.05
1764099138.792410,2790391.000,55941,1,HR,1,100,97.70
1764099139.352434,2790951.000,56041,1,HR,1,100,99.80
1764099140.232472,2791831.000,56176,1,HR,1,100,92.77
1764099140.685492,2792284.000,56262,1,HR,1,100,102.46
