LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1764807822.801464,489347.000,12599,1,HR,1,100,69.80
1764807825.988662,492534.000,13118,1,HR,1,100,58.51
1764807829.041851,495587.000,13618,1,HR,1,100,49.89
1764807831.374996,497920.000,14004,1,HR,1,100,44.55
1764807831.895028,498440.000,14096,1,HR,1,100,60.29
1764807833.428123,499973.000,14341,1,HR,1,100,55.67
1764807834.801209,501346.000,14556,1,HR,1,100,53.10
1764807836.241298,502786.000,14810,1,HR,1,100,50.56
1764807837.294363,503839.000,14981,1,HR,1,100,52.14
1764807839.947528,506492.000,15410,1,HR,1,100,45.61
1764807840.547566,507092.000,15513,1,HR,1,100,57.69
1764807841.200606,507745.000,15613,1,HR,1,100,65.71
1764807842.120663,508665.000,15752,1,HR,1,100,65.60
1764807843.654759,510199.000,16003,1,HR,1,100,59.79
1764807844.094786,510639.000,16086,1,HR,1,100,76.81
1764807844.774828,511319.000,16189,1,HR,1,100,79.35
1764807845.347864,511892.000,16292,1,HR,1,100,85.53
1764807846.507936,513052.000,16494,1,HR,1,100,78.01
1764807847.160976,513705.000,16599,1,HR,1,100,81.51
1764807847.641006,514185.000,16683,1,HR,1,100,91.18
1764807853.800389,520344.000,17686,1,HR,1,100,73.09
1764807856.373549,522917.000,18119,1,HR,1,100,62.06
1764807857.093593,523637.000,18243,1,HR,1,100,66.79
1764807859.626751,526170.000,18670,1,HR,1,100,57.23
1764807861.479866,528023.000,18974,1,HR,1,100,51.76
1764807861.973897,528517.000,19059,1,HR,1,100,68.04
1764807862.893954,529437.000,19215,1,HR,1,100,67.41
1764807863.293978,529837.000,19284,1,HR,1,100,85.77
1764807864.867076,531410.000,19532,1,HR,1,100,75.25
1764807868.040273,534583.000,20054,1,HR,1,100,62.75
1764807869.453361,535996.000,20289,1,HR,1,100,58.33
1764807870.746441,537289.000,20512,1,HR,1,100,55.78
1764807871.226471,537769.000,20598,1,HR,1,100,71.17
1764807871.746503,538289.000,20684,1,HR,1,100,80.99
1764807872.426546,538969.000,20799,1,HR,1,100,82.60
1764807872.719564,539262.000,20838,1,HR,1,100,111.87
1764807873.119589,539662.000,20907,1,HR,1,100,120.34
1764807873.639621,540182.000,20992,1,HR,1,100,119.24
1764807873.999643,540542.000,21060,1,HR,1,100,129.78
1764807874.972704,541515.000,21227,1,HR,1,100,114.83
1764807876.212781,542755.000,21427,1,HR,1,100,100.06
1764807876.866821,543409.000,21527,1,HR,1,100,98.66
1764807877.226844,543769.000,21595,1,HR,1,100,113.77
1764807877.706873,544249.000,21662,1,HR,1,100,116.27
1764807878.705935,545248.000,21822,1,HR,1,100,103.76
1764807880.760063,547302.000,22168,1,HR,1,100,87.24
1764807881.413104,547955.000,22268,1,HR,1,100,88.69
1764807881.813128,548355.000,22337,1,HR,1,100,102.31
1764807882.253156,548795.000,22407,1,HR,1,100,109.88
1764807882.573176,549115.000,22457,1,HR,1,100,127.13
1764807884.146273,550688.000,22715,1,HR,1,100,107.42
1764807885.026328,551568.000,22873,1,HR,1,100,98.70
1764807885.359349,551901.000,22927,1,HR,1,100,118.44
1764807886.959448,553501.000,23198,1,HR,1,100,100.45
1764807887.812501,554354.000,23332,1,HR,1,100,94.00
1764807888.972573,555514.000,23537,1,HR,1,100,84.61
1764807889.505606,556047.000,23621,1,HR,1,100,91.45
1764807890.385661,556927.000,23774,1,HR,1,100,86.28
1764807893.932881,560474.000,24357,1,HR,1,100,70.89
1764807894.692929,561234.000,24489,1,HR,1,100,72.68
1764807895.372971,561914.000,24607,1,HR,1,100,76.14
1764807896.546044,563087.000,24789,1,HR,1,100,70.71
1764807896.906066,563447.000,24858,1,HR,1,100,92.04
1764807897.306091,563847.000,24926,1,HR,1,100,104.92
1764807897.545106,564086.000,24960,1,HR,1,100,137.16
1764807897.879126,564420.000,25012,1,HR,1,100,148.35
1764807899.239211,565780.000,25239,1,HR,1,100,125.18
1764807902.945441,569486.000,25844,1,HR,1,100,100.99
1764807903.905501,570446.000,26019,1,HR,1,100,92.43
1764807904.718551,571259.000,26155,1,HR,1,100,88.56
1764807905.478598,572019.000,26274,1,HR,1,100,86.42
1764807906.371654,572912.000,26428,1,HR,1,100,82.37
1764807907.211706,573752.000,26579,1,HR,1,100,79.94
1764807907.891748,574432.000,26682,1,HR,1,100,81.78
1764807910.638919,577179.000,27137,1,HR,1,100,68.51
1764807913.572101,580112.000,27628,1,HR,1,100,57.85
1764807915.105196,581645.000,27881,1,HR,1,100,53.77
1764807916.145261,582685.000,28051,1,HR,1,100,54.64
1764807917.078319,583618.000,28207,1,HR,1,100,56.99
1764807919.171449,585711.000,28548,1,HR,1,100,50.74
1764807922.384648,588924.000,29090,1,HR,1,100,43.63
1764807922.944683,589484.000,29173,1,HR,1,100,57.74
1764807923.757734,590297.000,29311,1,HR,1,100,61.58
1764807924.917806,591457.000,29518,1,HR,1,100,59.39
1764807925.650851,592190.000,29637,1,HR,1,100,64.71
1764807928.904053,595443.000,30182,1,HR,1,100,54.44
1764807929.598096,596137.000,30300,1,HR,1,100,61.95
1764807930.358144,596897.000,30417,1,HR,1,100,65.73
1764807931.571219,598110.000,30621,1,HR,1,100,62.23
1764807933.251323,599790.000,30909,1,HR,1,100,56.34
1764807933.664349,600203.000,30978,1,HR,1,100,77.15
