LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1764811004.599082,3670936.000,6727,1,HR,1,100,31.18
1764811005.399175,3671736.000,6861,1,HR,1,100,40.92
1764811007.292396,3673629.000,7174,1,HR,1,100,38.92
1764811010.038716,3676375.000,7625,1,HR,1,100,35.17
1764811010.918818,3677255.000,7760,1,HR,1,100,42.51
1764811013.932169,3680268.000,8259,1,HR,1,100,37.50
1764811014.426226,3680762.000,8341,1,HR,1,100,56.95
1764811015.825389,3682161.000,8576,1,HR,1,100,53.82
1764811016.519470,3682855.000,8697,1,HR,1,100,61.47
1764811016.839507,3683175.000,8748,1,HR,1,100,89.47
1764811017.759614,3684095.000,8898,1,HR,1,100,84.08
1764811018.772732,3685108.000,9067,1,HR,1,100,78.73
1764811019.492816,3685828.000,9186,1,HR,1,100,79.75
1764811020.505934,3686841.000,9354,1,HR,1,100,75.36
1764811021.266023,3687601.000,9472,1,HR,1,100,76.16
1764811021.919099,3688254.000,9587,1,HR,1,100,80.07
1764811022.999224,3689334.000,9752,1,HR,1,100,74.62
1764811023.759313,3690094.000,9875,1,HR,1,100,75.58
1764811024.612412,3690947.000,10007,1,HR,1,100,74.66
1764811025.372501,3691707.000,10143,1,HR,1,100,75.61
1764811025.985572,3692320.000,10244,1,HR,1,100,81.03
1764811026.985689,3693320.000,10410,1,HR,1,100,76.36
1764811027.625763,3693960.000,10511,1,HR,1,100,80.22
1764811028.478863,3694813.000,10651,1,HR,1,100,78.27
1764811029.238951,3695573.000,10783,1,HR,1,100,78.42
1764811029.679002,3696013.000,10850,1,HR,1,100,91.30
1764811030.173060,3696507.000,10937,1,HR,1,100,98.79
1764811031.292190,3697626.000,11117,1,HR,1,100,88.74
1764811031.986271,3698320.000,11234,1,HR,1,100,88.63
1764811033.186410,3699520.000,11416,1,HR,1,100,80.04
1764811033.826485,3700160.000,11523,1,HR,1,100,83.09
1764811034.839603,3701173.000,11687,1,HR,1,100,77.96
1764811035.359663,3701693.000,11772,1,HR,1,100,86.28
1764811036.532800,3702866.000,11970,1,HR,1,100,78.60
1764811037.212879,3703546.000,12090,1,HR,1,100,80.74
1764811038.225997,3704559.000,12254,1,HR,1,100,76.13
1764811038.986086,3705319.000,12374,1,HR,1,100,76.76
1764811039.999204,3706332.000,12540,1,HR,1,100,73.03
1764811040.879306,3707212.000,12675,1,HR,1,100,71.95
1764811041.679399,3708012.000,12807,1,HR,1,100,72.63
1764811042.732522,3709065.000,12989,1,HR,1,100,69.31
1764811043.452606,3709785.000,13104,1,HR,1,100,72.43
1764811044.306705,3710639.000,13247,1,HR,1,100,72.21
1764811045.345826,3711678.000,13414,1,HR,1,100,68.98
1764811046.159921,3712492.000,13548,1,HR,1,100,70.32
1764811047.080028,3713412.000,13695,1,HR,1,100,69.18
1764811048.093146,3714425.000,13862,1,HR,1,100,67.14
1764811048.933244,3715265.000,14001,1,HR,1,100,68.10
1764811049.826348,3716158.000,14150,1,HR,1,100,68.11
1764811051.306520,3717638.000,14383,1,HR,1,100,61.99
1764811051.626557,3717958.000,14450,1,HR,1,100,89.88
1764811054.652910,3720984.000,14933,1,HR,1,100,74.35
1764811058.279332,3724610.000,15524,1,HR,1,100,61.53
1764811061.452702,3727783.000,16040,1,HR,1,100,52.08
