LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1764113200.722211,16853132.000,43632,1,HR,1,100,88.62
1764113201.082240,16853492.000,43682,1,HR,1,100,105.97
1764113202.161327,16854571.000,43854,1,HR,1,100,94.76
1764113202.521356,16854931.000,43922,1,HR,1,100,110.74
1764113203.015395,16855425.000,44006,1,HR,1,100,113.91
1764113204.415508,16856825.000,44235,1,HR,1,100,98.12
1764113205.228574,16857638.000,44368,1,HR,1,100,92.98
1764113205.708612,16858118.000,44435,1,HR,1,100,100.10
1764113206.428670,16858838.000,44552,1,HR,1,100,96.37
1764113207.441752,16859851.000,44723,1,HR,1,100,88.29
1764113208.121806,16860531.000,44839,1,HR,1,100,88.28
1764113208.561842,16860971.000,44907,1,HR,1,100,98.96
1764113209.334904,16861744.000,45039,1,HR,1,100,94.52
1764113209.774940,16862184.000,45106,1,HR,1,100,103.82
1764113210.655010,16863064.000,45255,1,HR,1,100,95.90
1764113211.388069,16863797.000,45373,1,HR,1,100,93.10
1764113211.788101,16864197.000,45442,1,HR,1,100,105.75
1764113212.868188,16865277.000,45618,1,HR,1,100,94.59
1764113213.361228,16865770.000,45702,1,HR,1,100,101.35
1764113213.841267,16866250.000,45786,1,HR,1,100,106.61
1764113214.681334,16867090.000,45918,1,HR,1,100,98.79
1764113216.414474,16868823.000,46198,1,HR,1,100,84.59
1764113217.828588,16870237.000,46419,1,HR,1,100,75.31
1764113219.307707,16871716.000,46668,1,HR,1,100,67.59
1764113221.041846,16873450.000,46947,1,HR,1,100,60.32
1764113221.441879,16873850.000,47014,1,HR,1,100,80.25
1764113221.974921,16874383.000,47101,1,HR,1,100,88.06
1764113222.454960,16874863.000,47186,1,HR,1,100,96.27
1764113223.415037,16875823.000,47341,1,HR,1,100,88.76
1764113224.908158,16877316.000,47589,1,HR,1,100,78.05
1764113225.468203,16877876.000,47673,1,HR,1,100,84.51
1764113226.201262,16878609.000,47806,1,HR,1,100,84.25
1764113226.801310,16879209.000,47887,1,HR,1,100,87.75
1764113227.481365,16879889.000,48007,1,HR,1,100,87.86
1764113228.614456,16881022.000,48191,1,HR,1,100,80.24
1764113229.574533,16881982.000,48341,1,HR,1,100,76.30
1764113230.067573,16882475.000,48424,1,HR,1,100,87.12
1764113231.027650,16883435.000,48590,1,HR,1,100,81.65
