LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1764112693.375803,16345821.000,26335,2,EA,1,100,1.843747
1764112693.375803,16345821.000,26335,2,EA,1,100,1.852585
1764112693.442808,16345888.000,26355,1,EA,1,100,1.863996
1764112693.509313,16345954.500,26370,2,EA,1,100,1.876561
1764112693.575818,16346021.000,26370,2,EA,1,100,1.884690
1764112693.642823,16346088.000,26386,1,EA,1,100,1.889807
1764112693.709329,16346154.500,26405,2,EA,1,100,1.894439
1764112693.775834,16346221.000,26405,2,EA,1,100,1.897021
1764112693.842339,16346287.500,26422,2,EA,1,100,1.894953
1764112693.908844,16346354.000,26422,2,EA,1,100,1.889807
1764112693.975849,16346421.000,26438,1,EA,1,100,1.886735
1764112694.042354,16346487.500,26454,2,EA,1,100,1.883161
1764112694.108860,16346554.000,26454,2,EA,1,100,1.880617
1764112694.175865,16346621.000,26470,1,EA,1,100,1.883161
1764112694.242370,16346687.500,26489,2,EA,1,100,1.886221
1764112694.308875,16346754.000,26489,2,EA,1,100,1.890835
1764112694.375880,16346821.000,26505,1,EA,1,100,1.894953
1764112694.442385,16346887.500,26521,2,EA,1,100,1.893407
1764112694.508891,16346954.000,26521,2,EA,1,100,1.893407
1764112694.575896,16347021.000,26539,1,EA,1,100,1.885712
1764112694.642401,16347087.500,26556,2,EA,1,100,1.875549
1764112694.708906,16347154.000,26556,2,EA,1,100,1.872016
1764112694.775911,16347221.000,26573,1,EA,1,100,1.870508
1764112694.842417,16347287.500,26588,2,EA,1,100,1.866496
1764112694.908922,16347354.000,26588,2,EA,1,100,1.863494
1764112694.975927,16347421.000,26604,1,EA,1,100,1.861003
1764112695.042432,16347487.500,26622,2,EA,1,100,1.858024
1764112695.108937,16347554.000,26622,2,EA,1,100,1.858518
1764112695.175942,16347621.000,26638,1,EA,1,100,1.861999
1764112695.242448,16347687.500,26655,2,EA,1,100,1.864493
1764112695.308953,16347754.000,26655,2,EA,1,100,1.865992
1764112695.375958,16347821.000,26671,1,EA,1,100,1.863996
1764112695.442463,16347887.500,26689,2,EA,1,100,1.853076
1764112695.508968,16347954.000,26689,2,EA,1,100,1.841308
1764112695.575973,16348021.000,26705,1,EA,1,100,1.839365
1764112695.642478,16348087.500,26721,2,EA,1,100,1.839365
1764112695.708984,16348154.000,26721,2,EA,1,100,1.838392
1764112695.775989,16348221.000,26739,1,EA,1,100,1.840338
1764112695.842494,16348287.500,26756,2,EA,1,100,1.842284
1764112695.908999,16348354.000,26756,2,EA,1,100,1.844239
1764112695.975504,16348420.500,26772,2,EA,1,100,1.845705
1764112696.042010,16348487.000,26772,2,EA,1,100,1.845705
