LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1763668689.498223,3282081.000,6603,1,HR,1,100,61.88
1763668690.778313,3283361.000,6801,1,HR,1,100,58.55
1763668692.191413,3284774.000,7030,1,HR,1,100,55.06
1763668692.951467,3285534.000,7172,1,HR,1,100,60.37
1763668694.045544,3286628.000,7338,1,HR,1,100,59.30
1763668695.698661,3288281.000,7620,1,HR,1,100,54.25
1763668696.258700,3288841.000,7703,1,HR,1,100,66.01
1763668697.098759,3289681.000,7836,1,HR,1,100,67.21
1763668697.658799,3290241.000,7942,1,HR,1,100,76.09
1763668698.551862,3291134.000,8091,1,HR,1,100,74.33
1763668699.511930,3292094.000,8240,1,HR,1,100,71.70
1763668700.404993,3292987.000,8390,1,HR,1,100,70.92
1763668701.685083,3294267.000,8604,1,HR,1,100,65.58
1763668703.178189,3295760.000,8840,1,HR,1,100,60.01
1763668704.071251,3296653.000,8992,1,HR,1,100,61.83
1763668704.311268,3296893.000,9042,1,HR,1,100,103.65
1763668704.791302,3297373.000,9109,1,HR,1,100,108.39
1763668705.831376,3298413.000,9275,1,HR,1,100,97.12
1763668706.684436,3299266.000,9423,1,HR,1,100,91.41
1763668707.364484,3299946.000,9544,1,HR,1,100,90.71
1763668708.044532,3300626.000,9648,1,HR,1,100,90.16
1763668708.857589,3301439.000,9781,1,HR,1,100,86.79
1763668709.337623,3301919.000,9867,1,HR,1,100,95.28
1763668709.817657,3302399.000,9950,1,HR,1,100,101.89
1763668710.191684,3302773.000,10001,1,HR,1,100,116.28
1763668713.524919,3306106.000,10528,1,HR,1,100,94.46
1763668714.497988,3307079.000,10696,1,HR,1,100,87.35
1763668715.098030,3307679.000,10797,1,HR,1,100,90.17
1763668715.858083,3308439.000,10913,1,HR,1,100,87.67
1763668716.551132,3309132.000,11028,1,HR,1,100,87.80
1763668717.151175,3309732.000,11129,1,HR,1,100,90.51
1763668718.524272,3311105.000,11366,1,HR,1,100,80.20
1763668720.284396,3312865.000,11647,1,HR,1,100,69.95
1763668721.857507,3314438.000,11895,1,HR,1,100,62.95
1763668724.510694,3317091.000,12329,1,HR,1,100,54.01
1763668724.844718,3317425.000,12396,1,HR,1,100,83.68
1763668725.404757,3317985.000,12481,1,HR,1,100,88.89
1763668727.497905,3320078.000,12824,1,HR,1,100,75.55
1763668729.551050,3322131.000,13142,1,HR,1,100,65.30
1763668730.551121,3323131.000,13306,1,HR,1,100,64.12
1763668732.244240,3324824.000,13588,1,HR,1,100,57.81
1763668732.644269,3325224.000,13656,1,HR,1,100,78.29
1763668733.097300,3325677.000,13723,1,HR,1,100,91.20
1763668733.697343,3326277.000,13831,1,HR,1,100,93.16
1763668734.537402,3327117.000,13965,1,HR,1,100,88.33
1763668736.070510,3328650.000,14215,1,HR,1,100,77.47
1763668736.630550,3329210.000,14314,1,HR,1,100,84.06
1763668737.403604,3329983.000,14431,1,HR,1,100,82.93
1763668738.003647,3330583.000,14531,1,HR,1,100,86.72
1763668738.683695,3331263.000,14653,1,HR,1,100,87.06
1763668739.043720,3331623.000,14706,1,HR,1,100,104.75
1763668739.376744,3331956.000,14756,1,HR,1,100,123.14
1763668739.976786,3332556.000,14856,1,HR,1,100,118.00
1763668740.336812,3332916.000,14924,1,HR,1,100,128.81
1763668740.776843,3333356.000,14991,1,HR,1,100,130.49
1763668741.256876,3333836.000,15075,1,HR,1,100,129.27
1763668741.630903,3334210.000,15143,1,HR,1,100,137.58
1763668741.950925,3334530.000,15192,1,HR,1,100,148.67
1763668742.509965,3335089.000,15277,1,HR,1,100,139.45
1763668742.829988,3335409.000,15344,1,HR,1,100,150.12
1763668743.271019,3335850.000,15411,1,HR,1,100,147.07
1763668743.684048,3336263.000,15484,1,HR,1,100,147.72
1763668744.964138,3337543.000,15700,1,HR,1,100,125.31
1763668745.497176,3338076.000,15784,1,HR,1,100,123.10
1763668746.417241,3338996.000,15931,1,HR,1,100,110.24
1763668747.137291,3339716.000,16049,1,HR,1,100,104.26
1763668748.990422,3341569.000,16353,1,HR,1,100,88.34
1763668749.963491,3342542.000,16517,1,HR,1,100,82.59
1763668750.483528,3343062.000,16600,1,HR,1,100,89.88
1763668752.976704,3345555.000,16993,1,HR,1,100,75.28
1763668754.469809,3347048.000,17235,1,HR,1,100,67.56
1763668755.189860,3347768.000,17350,1,HR,1,100,71.07
1763668756.002917,3348581.000,17484,1,HR,1,100,71.94
1763668756.962985,3349541.000,17651,1,HR,1,100,69.84
1763668758.177071,3350755.000,17848,1,HR,1,100,65.43
1763668759.776184,3352354.000,18118,1,HR,1,100,59.23
1763668761.430300,3354008.000,18381,1,HR,1,100,54.19
1763668761.830329,3354408.000,18448,1,HR,1,100,75.49
1763668762.603383,3355181.000,18564,1,HR,1,100,76.25
1763668763.523448,3356101.000,18715,1,HR,1,100,73.80
1763668763.923476,3356501.000,18788,1,HR,1,100,90.74
1763668764.656528,3357234.000,18906,1,HR,1,100,89.09
1763668766.869684,3359447.000,19251,1,HR,1,100,75.35
1763668768.242781,3360820.000,19482,1,HR,1,100,68.41
1763668768.802821,3361380.000,19583,1,HR,1,100,77.02
1763668778.376497,3370953.000,21118,1,HR,1,100,61.30
1763668780.469644,3373046.000,21471,1,HR,1,100,54.09
1763668781.362707,3373939.000,21623,1,HR,1,100,57.22
1763668782.562792,3375139.000,21807,1,HR,1,100,55.62
1763668783.375849,3375952.000,21944,1,HR,1,100,59.92
1763668784.095900,3376672.000,22064,1,HR,1,100,65.13
1763668785.589006,3378165.000,22315,1,HR,1,100,59.66
1763668787.442137,3380018.000,22612,1,HR,1,100,53.65
1763668787.882168,3380458.000,22679,1,HR,1,100,72.03
1763668788.202190,3380778.000,22729,1,HR,1,100,97.69
1763668788.522213,3381098.000,22796,1,HR,1,100,117.65
1763668789.055250,3381631.000,22883,1,HR,1,100,117.15
1763668789.855307,3382431.000,23005,1,HR,1,100,107.78
1763668790.175329,3382751.000,23072,1,HR,1,100,125.50
1763668790.535355,3383111.000,23123,1,HR,1,100,134.65
1763668791.349412,3383925.000,23256,1,HR,1,100,121.39
1763668792.189472,3384765.000,23388,1,HR,1,100,110.29
1763668792.828517,3385404.000,23505,1,HR,1,100,106.61
1763668793.162540,3385738.000,23556,1,HR,1,100,124.59
1763668795.175682,3387751.000,23891,1,HR,1,100,103.57
1763668795.815728,3388391.000,23992,1,HR,1,100,101.39
1763668796.655787,3389231.000,24124,1,HR,1,100,94.73
1763668796.935807,3389511.000,24174,1,HR,1,100,121.30
1763668797.868872,3390444.000,24324,1,HR,1,100,108.84
1763668798.268901,3390844.000,24391,1,HR,1,100,117.98
1763668798.748935,3391324.000,24475,1,HR,1,100,119.54
1763668799.068957,3391644.000,24528,1,HR,1,100,134.64
1763668799.641998,3392217.000,24634,1,HR,1,100,128.53
1763668801.575134,3394150.000,24944,1,HR,1,100,106.91
1763668803.255253,3395830.000,25211,1,HR,1,100,91.09
1763668804.988375,3397563.000,25501,1,HR,1,100,78.60
1763668806.601489,3399176.000,25763,1,HR,1,100,69.47
1763668807.241534,3399816.000,25863,1,HR,1,100,74.86
1763668808.015589,3400590.000,25997,1,HR,1,100,75.77
1763668810.908793,3403483.000,26462,1,HR,1,100,63.56
1763668811.348824,3403923.000,26529,1,HR,1,100,79.74
1763668811.548838,3404123.000,26567,1,HR,1,100,128.69
1763668812.041873,3404616.000,26649,1,HR,1,100,127.87
1763668813.361966,3405936.000,26864,1,HR,1,100,109.55
