LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1763668064.773418,2660077.000,36286,1,HR,1,100,39.97
1763668066.747785,2661970.000,36589,1,HR,1,100,38.18
1763668068.763872,2663903.000,36900,1,HR,1,100,36.64
1763668069.514819,2664623.000,37018,1,HR,1,100,47.02
1763668069.681697,2664783.000,37052,1,HR,1,100,119.91
1763668070.432645,2665503.000,37169,1,HR,1,100,111.78
1763668070.947878,2665997.000,37252,1,HR,1,100,114.72
1763668072.797087,2667770.000,37538,1,HR,1,100,96.80
1763668076.398508,2671223.000,38097,1,HR,1,100,79.16
1763668077.329892,2672116.000,38235,1,HR,1,100,76.72
1763668080.138646,2674809.000,38679,1,HR,1,100,64.65
1763668081.654100,2676262.000,38908,1,HR,1,100,59.54
1763668083.545029,2678075.000,39199,1,HR,1,100,53.72
1763668088.202992,2682541.000,39926,1,HR,1,100,44.78
1763668090.094963,2684355.000,40223,1,HR,1,100,42.24
1763668096.310100,2690314.000,41181,1,HR,1,100,35.10
1763668099.911521,2693767.000,41743,1,HR,1,100,31.18
1763668104.667524,2698327.000,42472,1,HR,1,100,27.20
1763668106.418693,2700006.000,42752,1,HR,1,100,29.09
1763668108.518218,2702019.000,43065,1,HR,1,100,29.29
1763668109.617522,2703073.000,43238,1,HR,1,100,35.60
1763668110.869102,2704273.000,43435,1,HR,1,100,38.80
1763668119.989990,2713018.000,44843,1,HR,1,100,31.72
1763668121.158131,2714138.000,45040,1,HR,1,100,36.57
1763668121.366728,2714338.000,45059,1,HR,1,100,95.12
1763668121.798523,2714752.000,45141,1,HR,1,100,107.31
1763668125.358224,2718165.000,45690,1,HR,1,100,87.39
1763668134.312235,2726750.000,47079,1,HR,1,100,69.53
1763668137.705059,2730003.000,47594,1,HR,1,100,58.19
1763668140.778730,2732950.000,48075,1,HR,1,100,49.83
