LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1764810186.682572,2853070.000,4700,2,EA,1,100,0.961980
1764810186.682572,2853070.000,4700,2,EA,1,100,0.968811
1764810186.748575,2853136.000,4718,1,EA,1,100,0.976285
1764810186.815579,2853203.000,4734,2,EA,1,100,0.981655
1764810186.882582,2853270.000,4734,2,EA,1,100,0.970567
1764810186.948585,2853336.000,4751,1,EA,1,100,0.973417
1764810187.015588,2853403.000,4768,2,EA,1,100,0.968675
1764810187.082591,2853470.000,4768,2,EA,1,100,0.961316
1764810187.148594,2853536.000,4785,1,EA,1,100,0.923802
1764810187.215597,2853603.000,4799,2,EA,1,100,0.907894
1764810187.282600,2853670.000,4799,2,EA,1,100,0.925030
1764810187.348603,2853736.000,4818,1,EA,1,100,0.933717
1764810187.415607,2853803.000,4835,2,EA,1,100,0.914215
1764810187.482610,2853870.000,4835,2,EA,1,100,0.904708
1764810187.548613,2853936.000,4852,1,EA,1,100,0.894131
1764810187.615616,2854003.000,4866,2,EA,1,100,0.889673
1764810187.682619,2854070.000,4866,2,EA,1,100,0.891954
1764810187.748622,2854136.000,4884,1,EA,1,100,0.888992
1764810187.815125,2854202.500,4900,2,EA,1,100,0.892641
1764810187.881629,2854269.000,4900,2,EA,1,100,0.900261
1764810187.948632,2854336.000,4919,1,EA,1,100,0.905415
1764810188.015135,2854402.500,4934,2,EA,1,100,0.906004
1764810188.081638,2854469.000,4934,2,EA,1,100,0.907421
1764810188.148641,2854536.000,4951,1,EA,1,100,0.910984
1764810188.215144,2854602.500,4967,2,EA,1,100,0.916623
1764810188.281647,2854669.000,4967,2,EA,1,100,0.912776
1764810188.348650,2854736.000,4984,1,EA,1,100,0.908725
1764810188.415154,2854802.500,5000,2,EA,1,100,0.880110
1764810188.481657,2854869.000,5000,2,EA,1,100,0.890927
1764810188.548660,2854936.000,5018,2,EA,1,100,0.897474
1764810188.615663,2855003.000,5018,2,EA,1,100,0.899098
1764810188.681666,2855069.000,5034,1,EA,1,100,0.900028
1764810188.748669,2855136.000,5052,2,EA,1,100,0.895858
1764810188.815672,2855203.000,5052,2,EA,1,100,0.893098
1764810188.881675,2855269.000,5068,1,EA,1,100,0.893672
1764810188.948678,2855336.000,5083,2,EA,1,100,0.896550
1764810189.015682,2855403.000,5083,2,EA,1,100,0.901661
1764810189.081685,2855469.000,5102,1,EA,1,100,0.908605
1764810189.148688,2855536.000,5119,2,EA,1,100,0.916141
1764810189.215691,2855603.000,5119,2,EA,1,100,0.918801
1764810189.281694,2855669.000,5135,1,EA,1,100,0.919651
1764810189.348697,2855736.000,5153,2,EA,1,100,0.922455
1764810189.415700,2855803.000,5153,2,EA,1,100,0.924784
1764810189.481703,2855869.000,5169,1,EA,1,100,0.924416
1764810189.548706,2855936.000,5188,2,EA,1,100,0.919166
1764810189.615710,2856003.000,5188,2,EA,1,100,0.924416
1764810189.681713,2856069.000,5204,1,EA,1,100,0.928733
1764810189.748716,2856136.000,5225,2,EA,1,100,0.927866
1764810189.815719,2856203.000,5225,2,EA,1,100,0.928608
1764810189.881722,2856269.000,5243,1,EA,1,100,0.927495
1764810189.948725,2856336.000,5260,2,EA,1,100,0.918559
1764810190.015728,2856403.000,5260,2,EA,1,100,0.913975
1764810190.081731,2856469.000,5277,1,EA,1,100,0.911580
1764810190.148734,2856536.000,5294,2,EA,1,100,0.911580
1764810190.215738,2856603.000,5294,2,EA,1,100,0.907303
1764810190.281741,2856669.000,5310,1,EA,1,100,0.900844
1764810190.348744,2856736.000,5328,2,EA,1,100,0.898170
1764810190.415747,2856803.000,5328,2,EA,1,100,0.900960
1764810190.481750,2856869.000,5346,1,EA,1,100,0.900028
1764810190.548753,2856936.000,5362,2,EA,1,100,0.901311
1764810190.615756,2857003.000,5362,2,EA,1,100,0.908605
1764810190.681759,2857069.000,5377,1,EA,1,100,0.907776
1764810190.748762,2857136.000,5395,2,EA,1,100,0.894821
1764810190.815766,2857203.000,5395,2,EA,1,100,0.900844
1764810190.882269,2857269.500,5413,2,EA,1,100,0.888764
1764810190.948772,2857336.000,5413,2,EA,1,100,0.859672
1764810191.015775,2857403.000,5430,1,EA,1,100,0.857659
1764810191.082278,2857469.500,5447,2,EA,1,100,0.865875
1764810191.148781,2857536.000,5447,2,EA,1,100,0.868469
1764810191.215784,2857603.000,5464,1,EA,1,100,0.865230
1764810191.282287,2857669.500,5480,2,EA,1,100,0.865660
1764810191.348790,2857736.000,5480,2,EA,1,100,0.870315
1764810191.414793,2857802.000,5498,1,EA,1,100,0.875571
1764810191.481797,2857869.000,5512,2,EA,1,100,0.876674
1764810191.548800,2857936.000,5512,2,EA,1,100,0.883014
1764810191.614803,2858002.000,5529,1,EA,1,100,0.885824
1764810191.681806,2858069.000,5546,2,EA,1,100,0.884810
1764810191.748809,2858136.000,5546,2,EA,1,100,0.883126
1764810191.814812,2858202.000,5563,1,EA,1,100,0.881559
1764810191.881815,2858269.000,5577,2,EA,1,100,0.880444
1764810191.948818,2858336.000,5577,2,EA,1,100,0.878776
1764810192.014822,2858402.000,5596,1,EA,1,100,0.879777
1764810192.081825,2858469.000,5613,2,EA,1,100,0.881001
1764810192.148828,2858536.000,5613,2,EA,1,100,0.883237
1764810192.214831,2858602.000,5630,1,EA,1,100,0.884698
1764810192.281834,2858669.000,5644,2,EA,1,100,0.891840
1764810192.348837,2858736.000,5644,2,EA,1,100,0.887518
1764810192.415840,2858803.000,5662,1,EA,1,100,0.870750
1764810192.482343,2858869.500,5678,2,EA,1,100,0.852407
1764810192.548846,2858936.000,5678,2,EA,1,100,0.836024
1764810192.614850,2859002.000,5695,1,EA,1,100,0.828954
1764810192.681853,2859069.000,5711,2,EA,1,100,0.832225
1764810192.748856,2859136.000,5711,2,EA,1,100,0.836627
1764810192.815359,2859202.500,5727,2,EA,1,100,0.844546
1764810192.881862,2859269.000,5727,2,EA,1,100,0.857659
1764810192.948865,2859336.000,5743,1,EA,1,100,0.865122
1764810193.015368,2859402.500,5761,2,EA,1,100,0.859672
1764810193.081872,2859469.000,5761,2,EA,1,100,0.856815
1764810193.148875,2859536.000,5779,1,EA,1,100,0.861268
1764810193.215378,2859602.500,5794,2,EA,1,100,0.868577
1764810193.281881,2859669.000,5794,2,EA,1,100,0.874580
1764810193.348884,2859736.000,5810,1,EA,1,100,0.873811
1764810193.415387,2859802.500,5828,2,EA,1,100,0.873483
1764810193.481890,2859869.000,5828,2,EA,1,100,0.876122
1764810193.548893,2859936.000,5844,1,EA,1,100,0.883350
1764810193.615396,2860002.500,5859,2,EA,1,100,0.897244
1764810193.681900,2860069.000,5859,2,EA,1,100,0.908132
1764810193.748903,2860136.000,5876,1,EA,1,100,0.915659
1764810193.815406,2860202.500,5893,2,EA,1,100,0.922699
1764810193.881909,2860269.000,5893,2,EA,1,100,0.928237
1764810193.948912,2860336.000,5909,1,EA,1,100,0.934218
1764810194.015415,2860402.500,5927,2,EA,1,100,0.935725
1764810194.081918,2860469.000,5927,2,EA,1,100,0.934720
1764810194.148921,2860536.000,5943,1,EA,1,100,0.933342
1764810194.215425,2860602.500,5962,2,EA,1,100,0.931343
1764810194.281928,2860669.000,5962,2,EA,1,100,0.925152
1764810194.348931,2860736.000,5978,1,EA,1,100,0.918438
1764810194.415434,2860802.500,5995,2,EA,1,100,0.919651
1764810194.481937,2860869.000,5995,2,EA,1,100,0.920747
1764810194.547940,2860935.000,6010,1,EA,1,100,0.920382
1764810194.614943,2861002.000,6027,2,EA,1,100,0.922088
1764810194.681946,2861069.000,6027,2,EA,1,100,0.922333
1764810194.748949,2861136.000,6044,1,EA,1,100,0.921722
1764810194.815453,2861202.500,6065,2,EA,1,100,0.923066
1764810194.881956,2861269.000,6065,2,EA,1,100,0.922455
1764810194.948459,2861335.500,6080,2,EA,1,100,0.921844
1764810195.014962,2861402.000,6080,2,EA,1,100,0.920991
1764810195.081965,2861469.000,6098,1,EA,1,100,0.920138
1764810195.148468,2861535.500,6116,2,EA,1,100,0.920382
1764810195.214971,2861602.000,6116,2,EA,1,100,0.921600
1764810195.281974,2861669.000,6133,1,EA,1,100,0.923924
1764810195.348477,2861735.500,6148,2,EA,1,100,0.925276
1764810195.414981,2861802.000,6148,2,EA,1,100,0.927001
1764810195.481984,2861869.000,6167,1,EA,1,100,0.927743
1764810195.548487,2861935.500,6183,2,EA,1,100,0.928485
1764810195.614990,2862002.000,6183,2,EA,1,100,0.929228
1764810195.681993,2862069.000,6200,1,EA,1,100,0.930347
1764810195.748496,2862135.500,6215,2,EA,1,100,0.931343
1764810195.814999,2862202.000,6215,2,EA,1,100,0.931842
1764810195.882002,2862269.000,6234,1,EA,1,100,0.931343
1764810195.948505,2862335.500,6250,2,EA,1,100,0.931343
1764810196.015009,2862402.000,6250,2,EA,1,100,0.932092
1764810196.082012,2862469.000,6268,1,EA,1,100,0.932965
1764810196.148515,2862535.500,6282,2,EA,1,100,0.933091
1764810196.215018,2862602.000,6282,2,EA,1,100,0.932841
1764810196.282021,2862669.000,6299,1,EA,1,100,0.931966
1764810196.348524,2862735.500,6316,2,EA,1,100,0.930596
1764810196.415027,2862802.000,6316,2,EA,1,100,0.930471
1764810196.482030,2862869.000,6333,1,EA,1,100,0.931592
1764810196.548533,2862935.500,6348,2,EA,1,100,0.932216
1764810196.615037,2863002.000,6348,2,EA,1,100,0.933591
1764810196.682040,2863069.000,6364,1,EA,1,100,0.934093
1764810196.748543,2863135.500,6383,2,EA,1,100,0.934469
1764810196.815046,2863202.000,6383,2,EA,1,100,0.934595
1764810196.881549,2863268.500,6400,2,EA,1,100,0.934093
1764810196.948052,2863335.000,6400,2,EA,1,100,0.933717
1764810197.015055,2863402.000,6416,1,EA,1,100,0.934093
1764810197.081558,2863468.500,6432,2,EA,1,100,0.934595
1764810197.148062,2863535.000,6432,2,EA,1,100,0.935223
1764810197.215065,2863602.000,6448,1,EA,1,100,0.935474
1764810197.281568,2863668.500,6465,2,EA,1,100,0.935348
1764810197.348071,2863735.000,6465,2,EA,1,100,0.935725
1764810197.415074,2863802.000,6482,1,EA,1,100,0.936355
1764810197.481577,2863868.500,6497,2,EA,1,100,0.937869
1764810197.548080,2863935.000,6497,2,EA,1,100,0.938627
1764810197.615083,2864002.000,6513,1,EA,1,100,0.939769
1764810197.681587,2864068.500,6531,2,EA,1,100,0.940785
1764810197.748090,2864135.000,6531,2,EA,1,100,0.941166
1764810197.815093,2864202.000,6547,1,EA,1,100,0.942314
1764810197.881596,2864268.500,6562,2,EA,1,100,0.944744
1764810197.948099,2864335.000,6562,2,EA,1,100,0.946414
1764810198.015102,2864402.000,6578,1,EA,1,100,0.947573
1764810198.081605,2864468.500,6598,2,EA,1,100,0.947703
1764810198.148108,2864535.000,6598,2,EA,1,100,0.945642
1764810198.215111,2864602.000,6614,1,EA,1,100,0.945771
1764810198.281615,2864668.500,6629,2,EA,1,100,0.945386
1764810198.348118,2864735.000,6629,2,EA,1,100,0.945386
1764810198.415121,2864802.000,6646,1,EA,1,100,0.942825
1764810198.481624,2864868.500,6663,2,EA,1,100,0.934720
1764810198.548127,2864935.000,6663,2,EA,1,100,0.927743
1764810198.615130,2865002.000,6679,1,EA,1,100,0.928485
1764810198.681633,2865068.500,6696,2,EA,1,100,0.931343
1764810198.748136,2865135.000,6696,2,EA,1,100,0.932466
1764810198.815140,2865202.000,6711,1,EA,1,100,0.933342
1764810198.881643,2865268.500,6728,2,EA,1,100,0.933342
1764810198.948146,2865335.000,6728,2,EA,1,100,0.933216
1764810199.014649,2865401.500,6745,2,EA,1,100,0.933591
1764810199.081152,2865468.000,6745,2,EA,1,100,0.933342
1764810199.148155,2865535.000,6762,1,EA,1,100,0.932216
1764810199.214658,2865601.500,6778,2,EA,1,100,0.932216
1764810199.281161,2865668.000,6778,2,EA,1,100,0.931343
1764810199.348164,2865735.000,6795,1,EA,1,100,0.929974
1764810199.414667,2865801.500,6812,2,EA,1,100,0.929353
1764810199.481171,2865868.000,6812,2,EA,1,100,0.928608
1764810199.548174,2865935.000,6829,1,EA,1,100,0.927248
1764810199.614677,2866001.500,6843,2,EA,1,100,0.923189
1764810199.681180,2866068.000,6843,2,EA,1,100,0.923557
1764810199.748183,2866135.000,6863,1,EA,1,100,0.925645
1764810199.814686,2866201.500,6879,2,EA,1,100,0.928362
1764810199.881189,2866268.000,6879,2,EA,1,100,0.923557
1764810199.948192,2866335.000,6896,1,EA,1,100,0.919044
1764810200.014695,2866401.500,6916,2,EA,1,100,0.921478
1764810200.081199,2866468.000,6916,2,EA,1,100,0.923311
1764810200.148202,2866535.000,6937,1,EA,1,100,0.920868
1764810200.214705,2866601.500,6953,2,EA,1,100,0.912417
1764810200.281208,2866668.000,6953,2,EA,1,100,0.905296
1764810200.348211,2866735.000,6970,1,EA,1,100,0.892755
1764810200.414714,2866801.500,6986,2,EA,1,100,0.895627
1764810200.481217,2866868.000,6986,2,EA,1,100,0.896089
1764810200.548220,2866935.000,7002,1,EA,1,100,0.892869
1764810200.614723,2867001.500,7018,2,EA,1,100,0.896204
1764810200.681227,2867068.000,7018,2,EA,1,100,0.899446
1764810200.748230,2867135.000,7036,1,EA,1,100,0.899214
1764810200.814733,2867201.500,7051,2,EA,1,100,0.897474
1764810200.881236,2867268.000,7051,2,EA,1,100,0.896666
1764810200.947739,2867334.500,7067,2,EA,1,100,0.899446
1764810201.014242,2867401.000,7067,2,EA,1,100,0.902713
1764810201.081245,2867468.000,7084,1,EA,1,100,0.905415
1764810201.148248,2867535.000,7103,2,EA,1,100,0.907066
1764810201.215252,2867602.000,7103,2,EA,1,100,0.907657
1764810201.281255,2867668.000,7119,1,EA,1,100,0.907185
1764810201.347758,2867734.500,7135,2,EA,1,100,0.907303
1764810201.414261,2867801.000,7135,2,EA,1,100,0.906712
1764810201.481264,2867868.000,7151,1,EA,1,100,0.906004
1764810201.547767,2867934.500,7168,2,EA,1,100,0.905296
1764810201.614270,2868001.000,7168,2,EA,1,100,0.904943
1764810201.681273,2868068.000,7184,1,EA,1,100,0.905061
1764810201.747777,2868134.500,7200,2,EA,1,100,0.905415
